	X120314	X120322	X120328	X120403	X120416	X120419	X120423	X120516	X120531	X120604	X120613	X120619	X120628	X120705	X120709	X120717	X120802	X120806	X120813	X120820	X120823	X120828	X120903	X120920	X120924	X121001	X121004	X121015	X121022	X121028	X121105	X121128	X121220	P1994_101	P1994_102	P1994_103	P1994_104	P1994_105	P1994_106	P1994_107	P1994_108	P1994_109	P1994_110	P1994_111	P1994_112	P1994_113	P1994_114	P1994_115	P1994_116	P1994_117	P1994_118	P1994_119	P1994_120	P1994_121	P1994_122	P1994_123	P1994_124	P1994_125	P1994_126	P1994_127	P1994_128	P1994_129	P1994_130	P2236_101	P2236_102	P2236_103	P2236_104	P2236_105	P2236_106	P2236_107	P2236_108	P2236_109	P2236_110	P2236_111	P2236_112	P2236_113	P2236_114
M00357	8.501460829	1.246873158	2.733080512	3.089023671	1.745731564	1.585351632	0	0	1.86839231	0	2.211270176	3.076298807	2.810451724	1.301692457	0.197826508	0	1.616841017	3.289952837	2.207738344	1.02458243	2.110966481	1.36433159	1.373881149	4.04314859	0.543865076	1.858871153	5.074184445	2.008812876	0.571573803	2.617818587	6.410793989	5.292766174	17.69022398	3.933933428	66.32429887	48.52141838	4.561566631	4.808981683	189.9431568	8.91893848	27.58151344	30.57947506	2.640971646	3.025145781	31.59979671	3.322857376	3.757506923	8.395251974	7.712196087	5.457161481	10.26981158	7.752078571	3.340104116	48.76866292	13.29778428	9.047726182	482.9660906	4.781142728	8.748241333	14.1518704	5.807050755	39.73408589	42.59332406	110.1673514	110.8629441	204.5228707	160.2362759	694.1757557	712.795156	594.5011899	425.559016	3.693667466	13.90189736	178.9947119	57.50902159	733.678291	61.09624605
M00358	241.5114937	74.00591583	32.07968253	61.67775345	64.81288237	31.43737499	40.51238169	35.2981862	14.93913251	38.53388795	25.3957265	44.88290492	46.14766197	25.47005333	44.17706387	46.24432438	53.21592312	47.56826217	40.56316983	23.12008775	33.2336152	10.60758981	12.95187657	56.96832694	46.26539567	51.07626351	78.51419384	30.39716258	32.82127506	16.65829969	47.90505915	51.30859139	57.18756467	109.5476676	252.0130815	171.1063897	43.86382452	51.22739079	216.6966763	93.64261498	116.348735	117.0459215	70.70393977	68.24797648	105.0805314	68.53961455	49.28078063	72.39298694	48.35305612	42.69425537	63.33346629	38.08898663	49.19550988	119.2869457	25.70025857	88.59462501	65.30387357	19.06210087	44.14180064	56.03694542	22.66301154	140.576901	139.3193349	102.0863938	319.1954032	60.74609107	205.2474843	20.99032202	39.09949228	28.81551957	70.26528444	23.24745658	55.61221483	34.81404019	77.32383052	38.18409324	186.8259278
M00364	246.0056542	315.4053323	163.2670305	173.5762704	263.3733328	293.4440597	220.3732808	250.1636445	215.8436777	249.8322992	203.3731086	342.9991578	349.6875329	350.8188578	254.942082	302.9668733	331.532716	281.7084332	352.2550908	399.5388934	370.9989642	268.4462617	328.6004724	327.514881	304.691168	373.131667	364.988961	356.9516674	316.7057037	209.0195561	330.0232948	304.0527512	323.8776891	436.1860069	486.0107155	452.8996934	382.4316372	247.6187857	322.5663916	505.2472542	437.1782635	413.5442861	366.515354	391.7532729	394.0837749	316.5821285	332.8201153	257.3135776	315.7641169	307.1379513	304.9792115	301.2240004	311.4583168	322.4377656	215.2090914	351.751231	312.0681024	289.4783056	394.843071	300.8146641	237.7987234	352.2103252	356.8374088	209.4972847	404.405019	188.0167645	357.941769	195.386734	222.6779824	209.0016158	264.4639936	115.8545914	417.9329221	327.1693126	379.0441555	235.8735509	274.1921306
M00365	246.0056542	315.4053323	163.2670305	173.5762704	263.3733328	293.4440597	220.3732808	250.1636445	215.8436777	249.8322992	203.3731086	342.9991578	349.6875329	350.8188578	254.942082	302.9668733	331.532716	281.7084332	352.2550908	399.5388934	370.9989642	268.4462617	328.6004724	327.514881	304.691168	373.131667	364.988961	356.9516674	316.7057037	209.0195561	330.0232948	304.0527512	323.8776891	436.1860069	486.0107155	452.8996934	382.4316372	247.6187857	322.5663916	505.2472542	437.1782635	413.5442861	366.515354	391.7532729	394.0837749	316.5821285	332.8201153	257.3135776	315.7641169	307.1379513	304.9792115	301.2240004	311.4583168	322.4377656	215.2090914	351.751231	312.0681024	289.4783056	394.843071	300.8146641	237.7987234	352.2103252	356.8374088	209.4972847	404.405019	188.0167645	357.941769	195.386734	222.6779824	209.0016158	264.4639936	115.8545914	417.9329221	327.1693126	379.0441555	235.8735509	274.1921306
M00366	246.0056542	315.4053323	163.2670305	173.5762704	263.3733328	293.4440597	220.3732808	250.1636445	215.8436777	249.8322992	203.3731086	342.9991578	349.6875329	350.8188578	254.942082	302.9668733	331.532716	281.7084332	352.2550908	399.5388934	370.9989642	268.4462617	328.6004724	327.514881	304.691168	373.131667	364.988961	356.9516674	316.7057037	209.0195561	330.0232948	304.0527512	323.8776891	436.1860069	486.0107155	452.8996934	382.4316372	247.6187857	322.5663916	505.2472542	437.1782635	413.5442861	366.515354	391.7532729	394.0837749	316.5821285	332.8201153	257.3135776	315.7641169	307.1379513	304.9792115	301.2240004	311.4583168	322.4377656	215.2090914	351.751231	312.0681024	289.4783056	394.843071	300.8146641	237.7987234	352.2103252	356.8374088	209.4972847	404.405019	188.0167645	357.941769	195.386734	222.6779824	209.0016158	264.4639936	115.8545914	417.9329221	327.1693126	379.0441555	235.8735509	274.1921306
M00367	246.0056542	315.4053323	163.2670305	173.5762704	263.3733328	293.4440597	220.3732808	250.1636445	215.8436777	249.8322992	203.3731086	342.9991578	349.6875329	350.8188578	254.942082	302.9668733	331.532716	281.7084332	352.2550908	399.5388934	370.9989642	268.4462617	328.6004724	327.514881	304.691168	373.131667	364.988961	356.9516674	316.7057037	209.0195561	330.0232948	304.0527512	323.8776891	436.1860069	486.0107155	452.8996934	382.4316372	247.6187857	322.5663916	505.2472542	437.1782635	413.5442861	366.515354	391.7532729	394.0837749	316.5821285	332.8201153	257.3135776	315.7641169	307.1379513	304.9792115	301.2240004	311.4583168	322.4377656	215.2090914	351.751231	312.0681024	289.4783056	394.843071	300.8146641	237.7987234	352.2103252	356.8374088	209.4972847	404.405019	188.0167645	357.941769	195.386734	222.6779824	209.0016158	264.4639936	115.8545914	417.9329221	327.1693126	379.0441555	235.8735509	274.1921306
M00368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00373	391.5669716	510.0906816	249.6018913	344.4582193	551.4508341	648.3365247	476.5157864	522.2820336	237.4369916	612.6048269	232.4654921	351.4469611	416.9762062	284.8167093	236.511758	231.935841	295.334301	311.757202	322.4339689	372.5119557	484.2851754	192.2958735	234.2428353	381.673976	460.7306297	430.1565643	459.0650811	395.2938013	295.4674351	233.532818	619.9904714	372.5087796	573.6455244	503.6339443	792.0272037	601.6776561	631.8155811	601.8989921	662.2555612	532.1252755	560.6923291	590.6115657	510.5865703	560.1293912	609.9013407	403.0957255	397.8472271	327.5370567	359.9393027	441.8923672	478.8826639	333.2704786	510.8003145	639.3783006	273.075449	685.7946974	681.6100599	298.8093775	621.027292	542.2817021	253.486666	640.4242264	646.3127218	330.2373181	498.0093392	293.1270071	475.9747979	478.1099914	745.9100658	456.3648234	637.7883527	158.3368355	590.8015982	727.6891417	654.7764655	541.2813908	365.1252714
M00374	640.0806029	627.8185577	307.8482371	380.185517	523.8520193	603.5156139	359.6472124	551.4627193	320.908305	727.2068694	379.1283485	592.4202587	568.4577762	442.1224692	357.8879798	364.7276208	505.7989549	409.3151675	518.4437496	502.4597217	508.9904141	322.9345701	371.2820804	584.9570998	525.2774473	580.6966563	636.9302641	450.4672549	384.9879645	303.9199546	673.24799	458.5527671	559.7421519	840.8072872	1087.090347	958.1870069	721.6996498	671.5509717	904.0517148	806.1878211	774.2599435	774.6614083	685.3979482	749.5325003	896.3132821	606.2907202	565.7082766	550.7443418	477.5821602	582.273278	616.4865416	501.194859	656.678277	864.3367809	326.535933	1038.040018	687.4279894	391.076376	716.2144973	631.6246938	368.3528723	994.1793466	940.2501598	491.0098538	664.742899	427.7994327	506.0764649	463.366664	486.6694277	475.4319007	476.8950303	202.2189297	774.8671512	684.7354317	638.0711426	530.029359	599.1964589
M00375	640.0806029	627.8185577	307.8482371	380.185517	523.8520193	603.5156139	359.6472124	551.4627193	320.908305	727.2068694	379.1283485	592.4202587	568.4577762	442.1224692	357.8879798	364.7276208	505.7989549	409.3151675	518.4437496	502.4597217	508.9904141	322.9345701	371.2820804	584.9570998	525.2774473	580.6966563	636.9302641	450.4672549	384.9879645	303.9199546	673.24799	458.5527671	559.7421519	840.8072872	1087.090347	958.1870069	721.6996498	671.5509717	904.0517148	806.1878211	774.2599435	774.6614083	685.3979482	749.5325003	896.3132821	606.2907202	565.7082766	550.7443418	477.5821602	582.273278	616.4865416	501.194859	656.678277	864.3367809	326.535933	1038.040018	687.4279894	391.076376	716.2144973	631.6246938	368.3528723	994.1793466	940.2501598	491.0098538	664.742899	427.7994327	506.0764649	463.366664	486.6694277	475.4319007	476.8950303	202.2189297	774.8671512	684.7354317	638.0711426	530.029359	599.1964589
M00376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00377	0.387919076	0.13950221	0	0.912273179	0	0.187463084	0	0	0.209460898	0	0.53691577	0	1.863612807	0.386312312	0.456970281	0	0.255662482	0.89622401	0.487789384	0	0	0	0	0.105824282	0.176403195	0.138497396	1.538892004	0.072946818	0	0	0	0	0.43632984	0.82312236	0.534443687	1.014117155	0.323093383	0.551187956	34.96092732	0.421953609	0.434555231	0.403395786	0.645793274	0.359768036	0.200160521	0.304618842	0.730378144	0.449736143	0.403795789	0.547271416	1.035586833	0.273085458	0	1.82515103	0.340997306	0.313470857	78.21118244	0.211972251	0.536442122	1.117063375	0.306281042	2.333925008	2.107582977	10.73422563	3.135099351	29.11892732	28.90239792	139.6582247	134.0406901	108.9511065	84.04301189	0.435879019	0.200545183	38.28460115	2.642281356	136.1013376	1.114033974
M00378	67.06704726	34.63012769	15.83750608	24.24516803	29.02692696	19.70440853	24.86898769	52.34783215	16.85035528	38.76866667	20.72569941	48.15457998	50.1477649	62.2004224	33.32794764	30.73666399	33.39470057	22.24302275	34.16068013	51.33040056	62.41756613	53.55082729	62.02695381	68.94208673	53.237292	72.95581827	78.22583826	59.50249675	48.00770663	29.97371079	76.58138357	74.64786379	42.7725176	23.24787454	141.5320864	104.9347391	30.14351921	20.2189849	43.48513436	46.63234373	75.88722417	81.15420892	28.68421441	25.67686513	44.62831449	26.47604411	29.07923941	32.21430498	36.49995316	36.02758013	41.12882571	34.68909317	48.68355907	95.54644038	21.21111624	49.81225482	18.30898781	42.96410084	82.7516763	51.52959976	24.8757874	56.49211678	56.76967236	28.17052064	86.36321859	22.33092434	59.85221566	23.40310511	29.69155753	26.22855981	51.0386211	11.55764158	83.13209412	30.9474952	50.30432511	34.12963337	61.79632277
M00415	5.44818342	18.27924993	16.04717031	10.86298553	6.396399258	16.82764292	1.00879761	19.29881872	26.35433662	2.868921566	15.50163188	10.02839268	4.839892197	1.542884737	0.838094872	1.647318249	2.957523277	9.350286947	5.290773224	13.829604	5.093748815	0.779584708	2.134184309	12.15797514	10.24953221	8.234697732	11.0183092	7.37921927	4.30170398	6.279309346	6.164418092	4.552200029	2.434814456	2.016283079	0.684869846	0.40393352	19.38655337	2.105311648	0.864874925	6.899537487	2.848199199	3.149712694	7.455862834	6.625853002	2.482141135	13.23308594	8.22681062	2.660324445	25.81504818	8.14961289	8.053483845	15.39976439	11.35709334	2.402434066	7.508639834	6.625028805	0.363854092	18.97401553	8.428949425	17.19922253	11.63009561	0.98267893	2.632940479	2.970937596	0.674865817	5.716374098	0	0.707973503	0.741538479	0.483820494	0.215845288	10.08815476	8.202748599	0.823847503	1.23674289	0.799893503	1.038546876
M00418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00419	82.93660176	94.18329994	40.62993404	61.71403178	127.9836015	122.0749082	63.00113439	84.41265404	66.8957062	125.3004248	58.07582015	138.885406	118.4757253	52.99762845	47.96901226	39.63245598	37.52508331	36.29392793	37.1693465	57.73130882	64.4620989	31.48050822	38.30570124	108.9152952	53.79377923	90.33829608	72.3263988	70.47663691	63.81409248	30.01658768	84.78912642	73.02096738	81.24223448	136.4792943	99.73090645	92.78400355	240.8102079	120.915288	122.053268	111.1202164	75.88065361	73.24389958	108.7286489	114.5747494	128.6505378	91.18959419	75.72329096	78.52420758	75.1310347	81.56359705	90.38191081	80.62474071	101.5709009	105.3105707	38.41902253	145.11641	97.86107431	47.42216832	96.43006027	111.2865631	61.53987204	124.1095447	126.6603791	50.96663345	91.30543311	53.32440677	109.3731911	63.17640113	134.3793182	60.54788732	114.0257134	24.12300434	111.1429197	54.71276563	93.33575507	89.60718782	67.32435166
M00422	0.387919076	0.13950221	0	0.912273179	0	0.187463084	0	0	0.209460898	0	0.53691577	0	1.863612807	0.386312312	0.456970281	0	0.255662482	0.89622401	0.487789384	0	0	0	0	0.105824282	0.176403195	0.138497396	1.538892004	0.072946818	0	0	0	0	0.43632984	0.82312236	0.534443687	1.014117155	0.323093383	0.551187956	34.96092732	0.421953609	0.434555231	0.403395786	0.645793274	0.359768036	0.200160521	0.304618842	0.730378144	0.449736143	0.403795789	0.547271416	1.035586833	0.273085458	0	1.82515103	0.340997306	0.313470857	78.21118244	0.211972251	0.536442122	1.117063375	0.306281042	2.333925008	2.107582977	10.73422563	3.135099351	29.11892732	28.90239792	139.6582247	134.0406901	108.9511065	84.04301189	0.435879019	0.200545183	38.28460115	2.642281356	136.1013376	1.114033974
M00432	408.2080257	348.5894198	173.0327867	178.7899004	236.16814	312.5663965	211.5835033	338.31326	234.0002241	259.2322699	286.6147581	432.502077	426.0087274	298.5321646	254.8614706	349.8486308	346.0322342	316.6779884	354.7927109	360.9633703	378.9128399	267.4737833	305.5813148	377.6868236	288.0474268	422.0369975	429.1381942	342.5547937	293.3559818	231.318479	408.9520781	309.4874423	359.6172714	477.3427913	755.3008387	664.7477546	456.560497	251.8982477	613.3087178	673.7516382	601.9231715	605.4948294	413.1629764	380.1747301	391.4379034	386.3685965	335.4220344	289.3944955	338.4787866	301.2429545	303.2879067	309.7179954	293.0629086	388.6849423	256.4379325	348.2060047	399.4396738	315.6166046	445.5576243	379.9017486	236.2864265	469.7932723	450.1201753	362.6963112	621.9823583	307.9191727	529.150823	302.6216903	460.263314	289.8120707	460.8865508	128.7253305	499.5982489	388.2392664	406.2931975	316.0660294	415.7732398
M00433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00525	315.4270507	400.2404599	171.0437757	220.3774513	289.2640122	356.9612588	220.8256839	429.2552734	291.6717054	306.3337854	307.2528514	603.4833222	539.5486584	548.4165948	339.3546271	451.5391045	445.5392271	381.5985034	438.4418069	572.044208	510.961873	487.804138	580.0193551	557.7545318	352.8649672	560.6258516	511.3425892	468.3850063	449.1255734	268.9761977	508.8142527	422.9566355	415.5922176	425.2393687	440.7915841	420.8076695	415.773387	430.0243593	429.4630964	513.3383709	433.1513394	436.5302671	403.42608	420.3631736	396.9635967	350.1929463	344.3975764	294.2035607	343.6225213	304.2675358	322.8410026	320.4008732	364.3977364	382.454407	244.6490323	432.227404	449.0832421	322.6950339	446.6727424	424.6191251	251.3487043	413.1391346	408.0185093	292.8034007	482.26864	288.5776866	490.5378832	349.5065518	499.5987772	339.2403345	443.4629785	110.6321496	431.1813824	339.2230702	442.7026077	383.8868099	391.5309808
M00526	315.4270507	400.2404599	171.0437757	220.3774513	289.2640122	356.9612588	220.8256839	429.2552734	291.6717054	306.3337854	307.2528514	603.4833222	539.5486584	548.4165948	339.3546271	451.5391045	445.5392271	381.5985034	438.4418069	572.044208	510.961873	487.804138	580.0193551	557.7545318	352.8649672	560.6258516	511.3425892	468.3850063	449.1255734	268.9761977	508.8142527	422.9566355	415.5922176	425.2393687	440.7915841	420.8076695	415.773387	430.0243593	429.4630964	513.3383709	433.1513394	436.5302671	403.42608	420.3631736	396.9635967	350.1929463	344.3975764	294.2035607	343.6225213	304.2675358	322.8410026	320.4008732	364.3977364	382.454407	244.6490323	432.227404	449.0832421	322.6950339	446.6727424	424.6191251	251.3487043	413.1391346	408.0185093	292.8034007	482.26864	288.5776866	490.5378832	349.5065518	499.5987772	339.2403345	443.4629785	110.6321496	431.1813824	339.2230702	442.7026077	383.8868099	391.5309808
M00527	315.4270507	400.2404599	171.0437757	220.3774513	289.2640122	356.9612588	220.8256839	429.2552734	291.6717054	306.3337854	307.2528514	603.4833222	539.5486584	548.4165948	339.3546271	451.5391045	445.5392271	381.5985034	438.4418069	572.044208	510.961873	487.804138	580.0193551	557.7545318	352.8649672	560.6258516	511.3425892	468.3850063	449.1255734	268.9761977	508.8142527	422.9566355	415.5922176	425.2393687	440.7915841	420.8076695	415.773387	430.0243593	429.4630964	513.3383709	433.1513394	436.5302671	403.42608	420.3631736	396.9635967	350.1929463	344.3975764	294.2035607	343.6225213	304.2675358	322.8410026	320.4008732	364.3977364	382.454407	244.6490323	432.227404	449.0832421	322.6950339	446.6727424	424.6191251	251.3487043	413.1391346	408.0185093	292.8034007	482.26864	288.5776866	490.5378832	349.5065518	499.5987772	339.2403345	443.4629785	110.6321496	431.1813824	339.2230702	442.7026077	383.8868099	391.5309808
M00528	2.985557255	0.151959044	1.861131205	0.635074702	0	0	0	0.753082551	0.537306347	0	0.388430078	0.382911866	0.348041208	0	0	0	0.183186734	0.515673507	0.113760073	0.252685396	0.652371263	1.544520171	2.114132488	0.707558059	0.447025906	0.404120671	1.227006287	0.297417041	1.78365277	0.630549527	4.934506845	1.485908717	3.354775305	0.824936033	6.070878551	4.656815913	0.376479428	0.471645959	161.97024	0.971594653	3.035984605	3.810326375	0.582747252	0.496746936	1.856093958	0.485161696	1.449152773	2.180018369	0.827895736	1.080286647	2.348452978	0.271969812	0.278387172	55.21103782	0.783369778	2.282812713	106.5196355	0.369298348	0.255444633	2.630499366	0.473854968	74.15060163	69.11581345	104.7880145	55.32445905	89.26845475	74.46519757	104.83106	94.77192662	106.556667	55.32680006	2.435900368	1.373939548	137.3195566	34.22903783	97.29263949	49.1722151
M00529	9.899358796	3.627685503	2.618222435	3.194559422	2.461214277	4.618075649	1.473633679	2.653826697	0.61919248	0.529785203	0.257777337	0.350229815	0.308660398	0.233256721	2.07840594	0	1.023258179	0.469712392	0.29828503	0	0.49667214	0.375806045	0.514401678	0.63569787	0.558263362	0.296293561	0.30577333	0.100328231	0.69993162	1.158683205	2.879245564	2.44985679	3.647046588	11.149779	6.972619652	12.84486131	0.751708452	7.44982813	118.141732	3.848868315	8.795139082	10.45544588	6.166544525	8.911976558	11.30303334	3.802887097	20.14013576	9.984784429	3.177344479	27.64868695	25.01350831	0.701357817	0.473306573	102.0575334	0.625822649	6.852599181	211.5505868	3.618560646	5.662534914	6.703843967	0.669937307	66.06329126	66.21875658	61.85154617	122.5754874	101.9064054	205.7496276	93.14502013	188.6807872	114.4722371	203.5631094	4.283601756	2.339462603	71.80382725	90.12097591	113.4770855	43.62300735
M00530	8.695846047	10.44903614	2.173800823	0.976936865	0	9.534695793	0	0	0.344031495	0	1.086586155	0.341680569	0.429497661	1.151221354	0.42974652	0	4.564580213	5.086275664	8.310772016	0.316121061	0.586254978	0	0	1.111702211	1.1825142	1.75868854	2.616657557	2.479415926	4.397004146	2.15657569	4.254363823	1.319609616	3.762775754	0.531823894	0.223131068	0.944985322	0.118033829	2.937115961	37.0515796	0.527291079	4.370574009	6.045025756	0.203019327	0.232700306	0.319095648	0.451200396	0.186616075	0.760585335	0.266897895	0.348050804	0.477808379	0.129574556	0.506382812	10.89211215	0.047941415	9.266828906	55.7442748	0.395003442	0.747144265	2.855360361	0.083189975	7.541051197	6.704313332	8.858879814	22.1135442	19.03271399	48.96285113	45.80687299	140.9420864	45.68096166	104.6346821	3.517548158	1.550437204	73.13774403	21.19843488	64.21548216	8.498016058
M00531	219.9005325	145.9611478	146.1062049	121.887291	132.0513072	209.0524431	78.97626534	155.217728	194.9246287	155.1645453	113.2114978	153.6204863	208.6305105	118.7626628	112.4216774	140.8456727	148.8202568	157.490575	150.1591559	139.3563344	167.584876	89.439526	92.53766312	170.4708159	143.9653999	174.2016287	198.7254278	150.0876877	128.2809315	127.9206767	193.2357516	132.314161	136.1572895	168.4955453	292.9421343	280.5226625	186.5350064	168.2984588	283.8830673	211.813084	243.451012	260.910041	251.5849549	211.8781227	219.4949541	183.8388089	242.7162203	222.3388046	154.2002071	198.8194325	202.6726893	192.6072183	154.4718164	327.1479211	108.9258031	198.2480286	198.2606321	115.7215693	179.7493767	171.9926063	116.8061355	271.2724444	271.9595184	230.8618471	349.9178531	183.6256388	342.6799213	191.1926124	205.8382064	193.6185675	264.4748952	95.36406185	179.6162469	314.3432113	253.7030831	220.0840552	309.9674798
M00532	670.7900999	607.6715665	378.6501599	423.6324309	525.3510515	610.1535724	469.7161544	475.7582778	445.1577993	758.740655	424.6116133	598.2598247	691.6094789	480.3328156	493.6904249	473.9852941	563.7347736	485.8938386	602.4189957	575.7542364	597.5487448	394.4780451	450.4738	618.9243115	574.5578192	663.6935227	722.6155082	543.1530664	479.5064215	433.2161942	717.7799554	517.6733485	593.2544392	930.5835989	866.6960303	826.9754097	764.3999828	576.4232039	880.2505534	754.2657526	832.1290793	868.891255	814.0210599	858.2789006	863.7109777	661.2164885	737.8114794	634.1590514	568.3755655	671.0056497	691.1235388	606.8142028	658.9091068	811.5596516	410.171258	817.3732543	627.262875	500.2315058	692.7160249	705.7596683	470.0114631	791.2311658	775.9445196	489.8809332	914.1832015	441.4522725	799.2127966	444.8102399	414.2796916	473.975157	556.8833741	254.7560447	794.4359743	775.4857842	882.4388538	452.2547764	663.4918627
M00533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00535	408.2080257	348.5894198	173.0327867	178.7899004	236.16814	312.5663965	211.5835033	338.31326	234.0002241	259.2322699	286.6147581	432.502077	426.0087274	298.5321646	254.8614706	349.8486308	346.0322342	316.6779884	354.7927109	360.9633703	378.9128399	267.4737833	305.5813148	377.6868236	288.0474268	422.0369975	429.1381942	342.5547937	293.3559818	231.318479	408.9520781	309.4874423	359.6172714	477.3427913	755.3008387	664.7477546	456.560497	251.8982477	613.3087178	673.7516382	601.9231715	605.4948294	413.1629764	380.1747301	391.4379034	386.3685965	335.4220344	289.3944955	338.4787866	301.2429545	303.2879067	309.7179954	293.0629086	388.6849423	256.4379325	348.2060047	399.4396738	315.6166046	445.5576243	379.9017486	236.2864265	469.7932723	450.1201753	362.6963112	621.9823583	307.9191727	529.150823	302.6216903	460.263314	289.8120707	460.8865508	128.7253305	499.5982489	388.2392664	406.2931975	316.0660294	415.7732398
M00537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
